Brand;Name;Length (mm);Width (mm);Height (mm);Weight (g);Shape;Hump placement;Front flare;Side curvature;Hand compatibility;Thumb rest;Ring finger rest;Material;Connectivity;Sensor;Sensor technology;Sensor position;DPI;Polling rate;Tracking speed (IPS);Acceleration (G);Side buttons;Middle buttons
Ardor Gaming;Prime Wireless;120.0;64.0;39.0;72.0;Symmetrical;Back - minimal;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PMW3325;Optical;Front - minimal (53%);10000;1000;100;20;2;1
Ardor Gaming;Prime;120.0;64.0;39.0;80.0;Symmetrical;Back - minimal;Outward - slight;Flat;Right;No;No;Plastic;Wired;PixArt PAW3327;Optical;Front - minimal (53%);12400;1000;220;30;2;0
FineMax;Noah;122.0;66.0;38.0;48.0;Symmetrical;Center;Outward - slight;No;Right;No;Inward;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
Logitech;G305 Lightspeed;116.6;62.2;38.2;99.0;Symmetrical;Flat;Back - moderate;Inward - moderate;Right;No;No;Plastic;Wireless;Logitech HERO 12K;Optical;Centered (52%);12000;1000;400;40;2;1
ELECOM;VM510BK;121.0;61.0;37.0;54.0;Symmetrical;Center;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3311;Optical;-;12000;1000;300;35;2;2
ELECOM;VM610BK;121.0;61.0;37.0;54.0;Symmetrical;Center;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;2
Delux;M600 Ultra;118.0;62.5;38.2;52.0;Symmetrical;Back - minimal;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;1
GravaStar;Mercury M2;124.0;65.5;39.5;79.0;Symmetrical;Center;Flat;No;Right;No;Outward - aggressive;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;1000;650;50;2;1
GravaStar;Mercury M1 Pro;124.0;65.5;39.5;88.0;Symmetrical;Center;Flat;No;Right;No;Outward - aggressive;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Front - moderate (58%);26000;4000;650;50;2;1
Darmoshark;M5;91.8;57.1;35.8;38.0;Symmetrical;Flat;Back - aggressive;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (48%);26000;4000;650;50;2;0
Vancer;Thrash;123.3;62.3;39.8;49.0;Symmetrical;Outward - moderate;Back - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Centered (48%);26000;4000;650;50;2;0
Redragon;G49 Pro;120.8;64.3;37.9;49.0;Symmetrical;Back - minimal;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;4000;650;50;2;0
Vancer;Groove;125.0;64.5;38.2;47.0;Symmetrical;Center;Flat;No;Right;No;Outward;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;4000;650;50;2;1
Logitech;G203 Lightsync;116.6;62.2;38.2;85.0;Symmetrical;Flat;Back - moderate;Inward - moderate;Right;No;No;Plastic;Wired;PixArt 1855;Optical;Centered (52%);8000;1000;-;-;2;1
Razer;Pro Click Mini;100.2;62.7;34.2;88.0;Symmetrical;Flat;Back - moderate;No;Right;No;Inward;Plastic;Wireless;Razer Razer 5G;Optical;Back - minimal (45%);12000;1000;450;50;2;1
Zowie;AM;125.0;64.0;38.0;88.0;Symmetrical;Center;Outward - slight;No;Ambidextrous;No;Inward;Plastic;Wired;Avago ADNS-3090;Optical;Front - moderate (56%);2300;1000;60;20;2;0
WLmouse;Beast X Mini;116.0;58.0;35.0;34.0;Symmetrical;Center;Outward - moderate;No;Right;No;Inward;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Centered (52%);26000;8000;650;50;2;0
ROCCAT;Pure SEL;121.1;69.3;38.3;49.0;Ergonomic;Center;Flat;No;Right;Yes;Inward;Plastic;Wired;PixArt PAW3318;Optical;-;8000;1000;200;30;2;0
ROCCAT;Pure Air;121.1;69.3;38.3;54.0;Ergonomic;Center;Flat;No;Right;Yes;Inward;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;0
Waizowl;OGM Cloud;126.0;68.0;38.0;55.0;Symmetrical;Back - minimal;Flat;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;4000;650;50;2;0
Pulsar;X2H eS;120.4;65.0;39.1;62.0;Symmetrical;Outward - slight;Back - aggressive;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;8000;650;50;2;0
Darmoshark;M3 Micro;105.5;54.6;33.5;42.0;Symmetrical;Outward - slight;Back - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;8000;650;50;2;0
Darmoshark;M3S Pro;122.7;62.5;37.8;54.0;Symmetrical;Outward - slight;Back - moderate;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;4000;650;50;2;0
Logitech;G502 Hero;132.0;75.0;40.0;121.0;Ergonomic;Center;Flat;Flat;Right;Yes;No;Plastic;Wired;Logitech HERO 25K;Optical;Centered (47%);25600;1000;400;40;3;2
Darmoshark;M3 Pro;129.6;66.1;39.2;55.0;Symmetrical;Center;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;2;0
Keychron;M4;86.0;54.0;32.0;35.0;Symmetrical;Flat;Back - aggressive;No;Right;No;Outward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
Keychron;M4 4K;86.0;54.0;32.0;35.0;Symmetrical;Flat;Back - aggressive;No;Right;No;Outward - aggressive;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
Pulsar;Xlite v3 Large;126.0;69.5;44.5;58.0;Ergonomic;Center;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
Pulsar;Xlite v3 Mini;115.6;63.4;40.7;52.0;Ergonomic;Center;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
Pulsar;Xlite v3 Medium;122.0;66.0;43.0;55.0;Ergonomic;Center;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
Pulsar;Xlite v3 eS;122.0;67.0;43.0;65.0;Ergonomic;Center;Outward - moderate;No;Right;No;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;8000;650;50;2;0
Sprime;PM1;120.0;65.0;40.0;43.0;Ergonomic;Outward - moderate;Back - moderate;No;Right;No;Inward;Carbon fiber composite;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;8000;650;50;2;0
Keychron;M6;122.5;75.4;50.0;78.0;Ergonomic;Center;Flat;No;Right;Yes;Inward;Plastic;Wireless;PixArt PAW3395;Optical;Back - minimal (46%);26000;4000;650;50;2;1
Logitech;G502 Lightspeed;132.0;75.0;40.0;114.0;Ergonomic;Center;Flat;Flat;Right;Yes;No;Plastic;Wireless;Logitech HERO 25K;Optical;Centered (47%);25600;1000;400;40;3;2
Ardor Gaming;Fury Beast;130.0;73.0;43.0;95.0;Ergonomic;Center;No;No;Right;Inward;Outward - aggressive;Plastic;Wired;PixArt PAW3327;Optical;Centered (50%);12400;1000;220;30;2;2
Ardor Gaming;Fury Pro;130.0;73.0;43.0;95.0;Ergonomic;Center;No;No;Right;Inward;Outward - aggressive;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);12000;1000;250;50;2;2
Ardor Gaming;Fury;130.0;73.0;43.0;108.0;Ergonomic;Center;No;No;Right;Inward;Outward - aggressive;Plastic;Wired;PixArt PMW3325;Optical;Centered (50%);10000;1000;100;20;2;2
Ardor Gaming;Phantom Pro V2;125.0;63.0;39.8;67.0;Symmetrical;Center;Outward - slight;No;Right;Inward;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;1
Ardor Gaming;Phantom Pro;125.0;63.0;39.8;67.0;Symmetrical;Center;Outward - slight;No;Right;Inward;No;Plastic;Wireless;PixArt PAW3335;Optical;Centered (52%);16000;1000;400;40;2;1
Ardor Gaming;Phantom Pro Wired;125.0;63.0;39.8;55.0;Symmetrical;Center;Outward - slight;No;Right;Inward;No;Plastic;Wired;PixArt PAW3327;Optical;Centered (52%);12400;1000;220;30;2;1
Mionix;Naos Pro;131.0;85.0;39.0;102.0;Ergonomic;Center;Flat;Flat;Right;Yes;Yes;Plastic;Wired;PixArt PAW3370;Optical;Back - minimal (45%);19000;1000;400;50;2;2
Mionix;Naos QG;131.0;85.0;39.0;103.0;Ergonomic;Center;Flat;Flat;Right;Yes;Yes;Plastic;Wired;PixArt PMW3360;Optical;Back - minimal (45%);12000;1000;250;50;2;2
Mionix;Naos 8200;131.0;85.0;39.0;99.0;Ergonomic;Center;Flat;Flat;Right;Yes;Yes;Plastic;Wired;Avago ADNS-A9800;Optical;Centered (48%);8200;1000;150;30;2;2
Mionix;Naos 7000;131.0;85.0;39.0;103.0;Ergonomic;Center;Flat;Flat;Right;Yes;Yes;Plastic;Wired;Avago ADNS-3310;Optical;Back - minimal (45%);7000;1000;215;-;2;2
Razer;Naga Left-Handed;119.0;72.0;43.0;109.0;Ergonomic;Center;Outward - slight;Flat;Left;No;Yes;Plastic;Wired;Razer Focus+;Optical;Centered (48%);20000;1000;650;50;12;2
Mionix;Naos 3200;131.0;85.0;39.0;99.0;Ergonomic;Center;Flat;Flat;Right;Yes;Yes;Plastic;Wired;-;-;Back - minimal (45%);3200;1000;-;-;2;2
Mionix;Castor Pro;122.5;70.4;40.2;92.0;Ergonomic;Back - minimal;No;Yes;Right;Inward - slight;Inward;Plastic;Wired;PixArt PAW3370;Optical;Front - minimal (55%);19000;1000;400;50;2;1
Mionix;Castor;122.5;70.4;40.2;94.0;Ergonomic;Back - minimal;No;Yes;Right;Inward - slight;Inward;Plastic;Wired;PixArt PMW3310;Optical;Front - minimal (55%);5000;1000;130;30;2;1
Logitech;M171;97.7;61.5;35.2;71.0;Symmetrical;Flat;Back - aggressive;Flat;Ambidextrous;No;No;Plastic;Wireless;-;-;Back - minimal (46%);1000;125;-;-;0;0
MCHOSE;A5 Pro Max;121.6;61.5;37.7;59.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
MCHOSE;A5 Pro;121.6;61.5;37.7;59.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
MCHOSE;A5;121.6;61.5;37.7;56.0;Symmetrical;Center;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;1000;650;50;2;0
VGN;R1 Pro Max;120.6;64.0;37.8;54.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;2;0
VGN;R1 Pro;120.6;64.0;37.8;48.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;2;0
Razer;Naga Trinity;119.0;72.0;43.0;120.0;Ergonomic;Outward - slight;Center;Flat;Right;No;Yes;Plastic;Wired;Razer Razer 5G;Optical;Centered (48%);16000;1000;450;50;12;2
VGN;R1 SE;120.6;64.0;37.8;51.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395 SE;Optical;Centered (50%);18000;2000;400;40;2;0
VGN;R1;120.6;64.0;37.8;51.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;2000;650;50;2;0
VXE;R1 Pro Max;120.6;64.0;37.8;54.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;2;0
VXE;R1 Pro;120.6;64.0;37.8;48.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;2;0
VXE;R1 SE;120.6;64.0;37.8;51.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395 SE;Optical;Centered (50%);18000;2000;400;40;2;0
VXE;R1;120.6;64.0;37.8;51.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;2000;650;50;2;0
Teevolution;Helios II Pro;120.0;64.0;38.3;55.0;Symmetrical;Back - moderate;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
Fantech;Helios II Pro;120.0;64.0;38.3;55.0;Symmetrical;Back - moderate;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
Logitech;G103 Prodigy;116.6;62.2;38.2;85.0;Symmetrical;Back - moderate;Flat;No;Right;Inward - moderate;No;Plastic;Wired;PixArt 1855;Optical;Centered (52%);8000;1000;-;-;2;1
AJAZZ;AJ099;119.0;64.5;38.3;56.0;Symmetrical;No;Center;Inward;Right;No;Outward - moderate;Plastic;Wireless;PixArt PAW3311;Optical;Front - moderate (58%);12000;1000;300;35;2;0
Razer;Mamba Wireless;125.7;68.0;43.2;106.0;Ergonomic;No;Center;Inward;Right;No;Outward - moderate;Plastic;Wireless;Razer Razer 5G;Optical;Centered (52%);16000;1000;450;50;2;2
Rexus;Daxa Air IV;125.0;63.1;39.6;66.0;Symmetrical;Outward - slight;Center;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;1
VAXEE;OUTSET AX Wireless;117.4;66.0;43.0;73.0;Ergonomic;No;Center;Inward;Right;No;Outward - moderate;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);3200;1000;650;50;2;0
Keychron;M3 Mini 4K - Metal Edition;119.9;65.3;38.9;64.0;Symmetrical;No;Outward - moderate;Inward;Right;No;Back - minimal;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;2;0
Keychron;M2 Mini;117.0;64.0;38.0;50.0;Ergonomic;No;Back - minimal;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;0
Logitech;B100;113.0;62.0;38.0;90.0;Symmetrical;Inward - moderate;Back - minimal;Flat;Ambidextrous;No;No;Plastic;Wired;-;-;Centered (47%);1000;1000;-;-;0;0
Dareu;EM901;124.0;67.0;40.0;105.0;Symmetrical;No;Back - minimal;Inward;Right;No;Outward - moderate;Plastic;Wireless;PixArt PMW3325;Optical;Front - minimal (54%);6000;1000;100;20;2;1
Glorious;Model O 2 Pro 4K/8K;128.0;66.0;38.0;59.0;Symmetrical;Outward - slight;Center;Inward;Right;No;No;Plastic;Wireless;Glorious BAMF 2.0 26K;Optical;Front - minimal (55%);26000;8000;650;50;2;1
Glorious;Model O 2 Pro 1K;128.0;66.0;38.0;57.0;Symmetrical;Outward - slight;Center;Inward;Right;No;No;Plastic;Wireless;Glorious BAMF 2.0 26K;Optical;Front - minimal (55%);26000;1000;650;50;2;1
Glorious;Model D 2 Pro 4K/8K;128.0;67.0;42.0;62.0;Ergonomic;No;Center;Inward;Right;No;Outward - moderate;Plastic;Wireless;Glorious BAMF 2.0 26K;Optical;Front - minimal (53%);26000;8000;650;50;2;1
Glorious;Model D 2 Pro 1K;128.0;67.0;42.0;60.0;Ergonomic;No;Center;Inward;Right;No;Outward - moderate;Plastic;Wireless;Glorious BAMF 2.0 26K;Optical;Front - minimal (53%);26000;1000;650;50;2;1
Razer;Mamba Elite;125.7;68.0;43.2;95.0;Ergonomic;No;Center;Inward;Right;No;Outward - moderate;Plastic;Wired;Razer Razer 5G;Optical;Front - minimal (54%);16000;1000;450;50;2;2
Cooler Master;MM310;125.5;71.0;40.5;50.0;Symmetrical;No;Back - minimal;Inward;Right;No;Outward - aggressive;Plastic;Wired;PixArt PAW3327;Optical;Front - moderate (58%);12000;1000;220;30;2;1
Pulsar;X2A Mini;116.0;61.0;37.0;55.0;Symmetrical;Back - moderate;Flat;Flat;Ambidextrous;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Pulsar;X2A;120.0;63.0;38.0;57.0;Symmetrical;Back - moderate;Flat;Flat;Ambidextrous;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Logitech;G600;118.0;75.0;41.0;133.0;Ergonomic;No;Center;Inward - slight;Right;Yes;Flat;Plastic;Wired;Avago S9808;Laser;Centered (48%);8200;1000;-;30;12;2
Logitech;G9x;115.0;82.0;38.0;153.0;Ergonomic;No;Back - minimal;Inward - slight;Right;Yes;Flat;Plastic;Wired;-;-;Centered (49%);1000;5700;-;-;2;0
PHYLINA;S450 4K;119.0;61.0;41.0;53.0;Symmetrical;Outward - slight;Back - minimal;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;1
PHYLINA;S450;119.0;61.0;41.0;53.0;Symmetrical;Outward - slight;Back - minimal;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;1
Ninjutso;Sora 4K;120.8;64.5;37.3;47.0;Symmetrical;Back - moderate;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;4000;650;50;2;0
Atompalm;Hydrogen 2;123.8;64.5;39.5;48.0;Symmetrical;Back - moderate;Flat;No;Right;No;Outward - aggressive;Plastic;Wired;PixArt PMW3360;Optical;Centered (50%);12000;8000;250;50;2;1
Razer;Naga X;119.0;72.0;43.0;85.0;Ergonomic;Outward - slight;Center;Flat;Right;No;Yes;Plastic;Wired;Razer Razer 5G;Optical;Centered (48%);18000;1000;450;50;12;1
Darmoshark;M3S;122.7;62.5;37.8;54.0;Symmetrical;Back - moderate;Outward - slight;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;2000;650;50;2;0
Keychron;M3 Mini 4K;119.9;65.3;38.9;55.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;2;1
Keychron;M3 4K;125.2;68.2;40.6;79.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;2;1
Keychron;M3;125.2;68.2;40.6;79.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;1000;650;50;2;1
Keychron;M2;121.5;66.7;40.6;53.0;Ergonomic;Outward - slight;Back - minimal;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;0
Keychron;M1 Wireless;130.2;66.4;38.3;79.0;Symmetrical;No;Center;Inward;Ambidextrous;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (49%);26000;1000;650;50;2;0
Keychron;M1 Wired;130.2;66.4;38.3;68.0;Symmetrical;No;Center;Inward;Ambidextrous;Outward - moderate;No;Plastic;Wired;PixArt PMW3389;Optical;Centered (49%);16000;1000;400;50;2;0
ARYE;FCC-1;116.3;60.0;33.9;46.0;Symmetrical;Back - aggressive;Inward;Inward - moderate;Right;No;No;Forged carbon fiber;Wireless;PixArt PAW3395;Optical;Front - moderate (56%);26000;4000;650;50;2;0
Razer;Viper V3 HyperSpeed;127.1;63.9;39.9;82.0;Symmetrical;Outward - slight;Back - minimal;Inward;Right;No;No;Plastic;Wireless;Razer Focus Pro 30K;Optical;Front - aggressive (65%);30000;1000;750;70;2;1
WLmouse;Beast X;122.0;62.0;37.0;39.0;Symmetrical;No;Center;Inward;Right;Outward - moderate;No;Magnesium (metal);Wireless;PixArt PAW3395;Optical;Centered (52%);26000;4000;650;50;2;0
Razer;Naga Pro;119.0;72.0;43.0;117.0;Ergonomic;Outward - slight;Center;Flat;Right;No;Yes;Plastic;Wireless;Razer Focus+;Optical;Centered (48%);20000;1000;650;50;12;2
Dareu;A950 Pro 4K Magnesium;123.0;64.0;39.0;54.0;Symmetrical;No;Center;Flat;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;4000;650;50;2;0
Dareu;A950 Pro 4K;123.0;64.0;39.0;55.0;Symmetrical;No;Center;Flat;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;4000;650;50;2;0
Dareu;A950;123.0;64.0;39.0;88.0;Symmetrical;No;Center;Flat;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);12000;1000;650;50;2;1
Dareu;A950 Pro;123.0;64.0;39.0;55.0;Symmetrical;No;Center;Flat;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;1000;650;50;2;0
Logitech;G Pro X Superlight 2;125.0;63.5;40.0;60.0;Symmetrical;Outward - slight;Center;Flat;Right;No;No;Plastic;Wireless;Logitech HERO 2;Optical;Front - minimal (53%);44000;8000;888;88;2;0
Pulsar;X2H Mini;115.6;62.4;37.9;52.0;Symmetrical;Back - aggressive;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Pulsar;X2H;120.4;65.0;39.1;54.0;Symmetrical;Back - aggressive;Outward - slight;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Zaopin;Z1 Pro;109.5;62.0;38.5;46.0;Symmetrical;Inward - moderate;Back - minimal;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;4000;650;50;2;0
Zaopin;Z1;109.5;62.0;38.5;65.0;Symmetrical;Inward - moderate;Back - minimal;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (54%);26000;1000;650;50;2;0
Razer;Viper 8KHz;126.7;66.0;37.8;71.0;Symmetrical;No;Center;Inward;Ambidextrous;Outward - moderate;No;Plastic;Wired;Razer Focus+;Optical;Centered (51%);20000;8000;650;50;2;0
Ironcat;HPC01M Pro;118.6;60.0;38.6;60.0;Symmetrical;Outward - slight;Back - minimal;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;4000;650;50;2;0
Ironcat;HPC01M;118.6;60.0;38.6;57.0;Symmetrical;Outward - slight;Back - minimal;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (50%);26000;1000;650;50;2;0
Pulsar;X2V2 Mini;116.0;61.0;37.0;51.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Pulsar;X2V2;120.0;63.0;38.0;53.0;Symmetrical;Back - moderate;Flat;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (55%);26000;1000;650;50;2;0
Rapoo;VT9S;124.8;67.1;38.7;75.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Centered (51%);26000;1000;650;50;2;0
Rapoo;VT960 Pro;124.8;66.2;37.5;70.0;Symmetrical;No;Center;Inward - slight;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;3;1
Attack Shark;X3;118.5;61.0;39.7;49.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;0
GITOPER;G2;124.6;66.8;38.7;57.0;Symmetrical;No;Center;Flat;Right;No;Flat;Plastic;Wireless;PixArt PAW3395;Optical;Centered (52%);26000;1000;650;50;2;0
Xinshuntian;G820;120.7;64.7;40.5;63.0;Ergonomic;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;-;26000;1000;650;50;2;1
Razer;Viper;126.7;66.0;37.8;69.0;Symmetrical;No;Center;Inward;Ambidextrous;Outward - moderate;No;Plastic;Wired;Razer Razer 5G;Optical;Centered (51%);16000;1000;450;50;2;0
Corsair;Nightsabre Wireless;129.4;63.0;40.4;99.0;Symmetrical;No;Center;Inward - slight;Right;No;Inward;Plastic;Wireless;Corsair MARKSMAN 26K;Optical;Front - minimal (53%);26000;2000;650;50;2;2
Razer;Copperhead;128.0;64.0;39.0;100.0;Symmetrical;Back - moderate;Inward - slight;No;Right;No;Inward - aggressive;Plastic;Wired;Razer Laser Engine;Laser;Centered (52%);2000;1000;45;20;2;0
Logitech;G402 Hyperion Fury;136.0;72.0;41.0;108.0;Ergonomic;No;Back - minimal;Inward - slight;Right;Yes;Inward;Plastic;Wired;Avago AM010;Optical;Back - minimal (46%);4000;1000;120;20;3;0
AJAZZ;AJ139 Pro;125.0;63.3;38.0;59.0;Symmetrical;Outward - slight;Center;Flat;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - aggressive (61%);26000;1000;650;50;2;1
Kysona;M600;118.3;61.8;39.6;55.0;Symmetrical;Outward - slight;Center;Inward;Right;No;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - minimal (53%);26000;1000;650;50;2;0
Delux;M800 Ultra;124.0;64.0;38.0;49.0;Symmetrical;No;Back - minimal;Inward;Right;Outward - moderate;No;Plastic;Wireless;PixArt PAW3395;Optical;Front - moderate (57%);26000;4000;650;50;2;0
Corsair;Darkstar Wireless;129.5;67.9;43.6;98.0;Ergonomic;No;Center;Flat;Right;No;Flat;Plastic;Wireless;Corsair MARKSMAN 26K;Optical;Front - minimal (55%);26000;2000;650;50;6;2
Corsair;M65 RGB Ultra Wireless;116.0;78.0;39.0;110.0;Ergonomic;Back - moderate;Inward - slight;Inward;Right;Yes;No;Plastic;Wireless;Corsair MARKSMAN 26K;Optical;Centered (50%);26000;2000;650;50;3;2
Razer;Viper V2 Pro;126.7;66.0;37.8;59.0;Symmetrical;No;Center;Inward;Right;Outward - moderate;No;Plastic;Wireless;Razer Focus Pro 30K;Optical;Centered (51%);30000;4000;750;70;2;0
